"genus","species","secure","threatened","taxon"
"Parornix","preciosella",0.558,0.442,"lepidoptera"
"Pasiphila","rectangulata",0.262,0.738,"lepidoptera"
"Patalene","olyzonaria",0.048,0.952,"lepidoptera"
"Pediasia","trisecta",0.256,0.744,"lepidoptera"
"Pelochrista","cataclystiana",0.224,0.776,"lepidoptera"
"Pelochrista","derelicta",0.152,0.848,"lepidoptera"
"Pelochrista","dorsisignatana",0.21,0.79,"lepidoptera"
"Pelochrista","robinsonana",0.566,0.434,"lepidoptera"
"Pelochrista","similiana",0.158,0.842,"lepidoptera"
"Pelochrista","vagana",0.488,0.512,"lepidoptera"
"Pelochrista","zomonana",0.512,0.488,"lepidoptera"
"Penthesilea","sacculalis",0.784,0.216,"lepidoptera"
"Peoria","approximella",0.178,0.822,"lepidoptera"
"Peoria","bipartitella",0.524,0.476,"lepidoptera"
"Peoria","longipalpella",0.304,0.696,"lepidoptera"
"Peoria","roseotinctella",0.38,0.62,"lepidoptera"
"Peridea","angulosa",0.126,0.874,"lepidoptera"
"Peridroma","saucia",0.302,0.698,"lepidoptera"
"Perigea","xanthioides",0.744,0.256,"lepidoptera"
"Perispasta","caeculalis",0.32,0.68,"lepidoptera"
"Pero","ancetaria",0.384,0.616,"lepidoptera"
"Pero","zalissaria",0.728,0.272,"lepidoptera"
"Petrophila","bifascialis",0.454,0.546,"lepidoptera"
"Petrophila","canadensis",0.34,0.66,"lepidoptera"
"Petrophila","fulicalis",0.3,0.7,"lepidoptera"
"Phaecasiophora","confixana",0.232,0.768,"lepidoptera"
"Phaecasiophora","niveiguttana",0.138,0.862,"lepidoptera"
"Phaeolita","pyramusalis",0.068,0.932,"lepidoptera"
"Phaeoura","quernaria",0.14,0.86,"lepidoptera"
"Phalaenostola","eumelusalis",0.232,0.768,"lepidoptera"
"Phalaenostola","larentioides",0.026,0.974,"lepidoptera"
"Phalaenostola","metonalis",0.45,0.55,"lepidoptera"
"Phaneta","tomonana",0.48,0.52,"lepidoptera"
"Pheosidea","elegans",0.662,0.338,"lepidoptera"
"Phigalia","denticulata",0.4,0.6,"lepidoptera"
"Phigalia","strigataria",0.202,0.798,"lepidoptera"
"Phigalia","titea",0.314,0.686,"lepidoptera"
"Philonome","clemensella",0.348,0.652,"lepidoptera"
"Phlogophora","periculosa",0.662,0.338,"lepidoptera"
"Phoberia","atomaris",0.258,0.742,"lepidoptera"
"Phobetron","pithecium",0.36,0.64,"lepidoptera"
"Phoebis","sennae",0.024,0.976,"lepidoptera"
"Phosphila","miselioides",0.078,0.922,"lepidoptera"
"Phosphila","turbulenta",0.146,0.854,"lepidoptera"
"Phycitodes","albatella",0.13,0.87,"lepidoptera"
"Phyllocnistis","insignis",0.276,0.724,"lepidoptera"
"Phyllocnistis","liquidambarisella",0.328,0.672,"lepidoptera"
"Phyllocnistis","liriodendronella",0.076,0.924,"lepidoptera"
"Phyllocnistis","magnoliella",0.242,0.758,"lepidoptera"
"Phyllocnistis","vitegenella",0.174,0.826,"lepidoptera"
"Phyllocnistis","vitifoliella",0.104,0.896,"lepidoptera"
"Phyllodesma","americana",0.442,0.558,"lepidoptera"
"Phyllonorycter","argentinotella",0.686,0.314,"lepidoptera"
"Phyprosopus","callitrichoides",0.32,0.68,"lepidoptera"
"Phytometra","rhodarialis",0.328,0.672,"lepidoptera"
"Pilocrocis","ramentalis",0.682,0.318,"lepidoptera"
"Plagiomimicus","pityochromus",0.8,0.2,"lepidoptera"
"Plagodis","alcoolaria",0.206,0.794,"lepidoptera"
"Plagodis","fervidaria",0.196,0.804,"lepidoptera"
"Plagodis","kuetzingi",0.656,0.344,"lepidoptera"
"Plagodis","phlogosaria",0.458,0.542,"lepidoptera"
"Plagodis","pulveraria",0.488,0.512,"lepidoptera"
"Plagodis","serinaria",0.484,0.516,"lepidoptera"
"Platynota","exasperatana",0.18,0.82,"lepidoptera"
"Platynota","flavedana",0.03,0.97,"lepidoptera"
"Platynota","idaeusalis",0.016,0.984,"lepidoptera"
"Pleuroprucha","insulsaria",0.028,0.972,"lepidoptera"
"Pleuroptya","silicalis",0.498,0.502,"lepidoptera"
"Plodia","interpunctella",0.116,0.884,"lepidoptera"
"Plusiodonta","compressipalpis",0.318,0.682,"lepidoptera"
"Plutella","xylostella",0.172,0.828,"lepidoptera"
"Pococera","aplastella",0.394,0.606,"lepidoptera"
"Pococera","asperatella",0.176,0.824,"lepidoptera"
"Pococera","expandens",0.274,0.726,"lepidoptera"
"Pococera","militella",0.458,0.542,"lepidoptera"
"Pococera","robustella",0.434,0.566,"lepidoptera"
"Polygonia","vaualbum",0.316,0.684,"lepidoptera"
"Polygrammate","hebraeicum",0.02,0.98,"lepidoptera"
"Polygrammodes","flavidalis",0.616,0.384,"lepidoptera"
"Polyhymno","luteostrigella",0.304,0.696,"lepidoptera"
"Pompeius","verna",0.062,0.938,"lepidoptera"
"Porphyrosela","minuta",0.296,0.704,"lepidoptera"
"Prionoxystus","macmurtrei",0.446,0.554,"lepidoptera"
"Prionoxystus","robiniae",0.018,0.982,"lepidoptera"
"Probole","amicaria",0.31,0.69,"lepidoptera"
"Prochoerodes","lineola",0.022,0.978,"lepidoptera"
"Prochoreutis","inflatella",0.256,0.744,"lepidoptera"
"Prodoxus","decipiens",0.516,0.484,"lepidoptera"
"Prolimacodes","badia",0.052,0.948,"lepidoptera"
"Promalactis","suzukiella",0.034,0.966,"lepidoptera"
"Proteoteras","aesculana",0.378,0.622,"lepidoptera"
"Proteoteras","crescentana",0.662,0.338,"lepidoptera"
"Protitame","virginalis",0.268,0.732,"lepidoptera"
"Protoboarmia","porcelaria",0.066,0.934,"lepidoptera"
"Protodeltote","albidula",0.846,0.154,"lepidoptera"
"Protodeltote","muscosula",0.058,0.942,"lepidoptera"
"Protorthodes","oviduca",0.63,0.37,"lepidoptera"
"Proxenus","miranda",0.384,0.616,"lepidoptera"
"Psaphida","electilis",0.662,0.338,"lepidoptera"
"Psaphida","grotei",0.602,0.398,"lepidoptera"
"Psaphida","resumens",0.198,0.802,"lepidoptera"
"Psaphida","rolandi",0.254,0.746,"lepidoptera"
"Psaphida","styracis",0.682,0.318,"lepidoptera"
"Pseudeustrotia","carneola",0.138,0.862,"lepidoptera"
"Pseudexentera","costomaculana",0.49,0.51,"lepidoptera"
"Pseudexentera","virginiana",0.792,0.208,"lepidoptera"
"Pseudochelaria","pennsylvanica",0.418,0.582,"lepidoptera"
"Pseudochelaria","walsinghami",0.254,0.746,"lepidoptera"
"Pseudogalleria","inimicella",0.494,0.506,"lepidoptera"
"Pseudotelphusa","quercinigracella",0.392,0.608,"lepidoptera"
"Pseudothyatira","cymatophoroides",0.344,0.656,"lepidoptera"
"Pseudothyris","sepulchralis",0.128,0.872,"lepidoptera"
"Psilocorsis","cryptolechiella",0.126,0.874,"lepidoptera"
"Psilocorsis","quercicella",0.28,0.72,"lepidoptera"
"Psilocorsis","reflexella",0.196,0.804,"lepidoptera"
"Psyche","casta",0.222,0.778,"lepidoptera"
"Psychomorpha","epimenis",0.21,0.79,"lepidoptera"
"Pyralis","farinalis",0.066,0.934,"lepidoptera"
"Pyrausta","acrionalis",0.218,0.782,"lepidoptera"
"Pyrausta","bicoloralis",0.028,0.972,"lepidoptera"
"Pyrausta","inornatalis",0.3,0.7,"lepidoptera"
"Pyrausta","merrickalis",0.28,0.72,"lepidoptera"
"Pyrausta","niveicilialis",0.46,0.54,"lepidoptera"
"Pyrausta","orphisalis",0.212,0.788,"lepidoptera"
"Pyrausta","rubricalis",0.084,0.916,"lepidoptera"
"Pyrausta","signatalis",0.128,0.872,"lepidoptera"
"Pyrausta","subsequalis",0.538,0.462,"lepidoptera"
"Pyrausta","tyralis",0.264,0.736,"lepidoptera"
"Pyreferra","citrombra",0.65,0.35,"lepidoptera"
"Pyreferra","hesperidago",0.276,0.724,"lepidoptera"
"Pyrgus","communis",0.028,0.972,"lepidoptera"
"Pyrisitia","lisa",0.084,0.916,"lepidoptera"
"Pyrrharctia","isabella",0.004,0.996,"lepidoptera"
"Pyrrhia","exprimens",0.724,0.276,"lepidoptera"
"Raphia","frater",0.294,0.706,"lepidoptera"
"Raphiptera","argillaceellus",0.45,0.55,"lepidoptera"
"Rectiostoma","xanthobasis",0.532,0.468,"lepidoptera"
"Redectis","pygmaea",0.284,0.716,"lepidoptera"
"Redectis","vitrea",0.158,0.842,"lepidoptera"
"Renia","adspergillus",0.136,0.864,"lepidoptera"
"Renia","discoloralis",0.084,0.916,"lepidoptera"
"Renia","factiosalis",0.322,0.678,"lepidoptera"
"Renia","flavipunctalis",0.398,0.602,"lepidoptera"
"Renia","fraternalis",0.192,0.808,"lepidoptera"
"Renia","salusalis",0.168,0.832,"lepidoptera"
"Renia","sobrialis",0.42,0.58,"lepidoptera"
"Retinia","comstockiana",0.5,0.5,"lepidoptera"
"Retinia","gemistrigulana",0.484,0.516,"lepidoptera"
"Retinia","virginiana",0.64,0.36,"lepidoptera"
"Rheumaptera","prunivorata",0.13,0.87,"lepidoptera"
"Rheumaptera","undulata",0.68,0.32,"lepidoptera"
"Rhopobota","dietziana",0.558,0.442,"lepidoptera"
"Rhopobota","finitimana",0.582,0.418,"lepidoptera"
"Rhyacionia","frustrana",0.488,0.512,"lepidoptera"
"Rhyacionia","granti",0.39,0.61,"lepidoptera"
"Rhyacionia","rigidana",0.38,0.62,"lepidoptera"
"Rivula","propinqualis",0.036,0.964,"lepidoptera"
"Rusicada","privata",0.216,0.784,"lepidoptera"
"Salebriaria","engeli",0.578,0.422,"lepidoptera"
"Saucrobotys","futilalis",0.03,0.97,"lepidoptera"
"Schinia","arcigera",0.008,0.992,"lepidoptera"
"Schinia","lynx",0.452,0.548,"lepidoptera"
"Schinia","nundina",0.58,0.42,"lepidoptera"
"Schinia","rivulosa",0.198,0.802,"lepidoptera"
"Schinia","trifascia",0.234,0.766,"lepidoptera"
"Schizura","badia",0.35,0.65,"lepidoptera"
"Schizura","ipomaeae",0.198,0.802,"lepidoptera"
"Schrankia","macula",0.192,0.808,"lepidoptera"
"Schreckensteinia","erythriella",0.488,0.512,"lepidoptera"
"Sciota","celtidella",0.372,0.628,"lepidoptera"
"Sciota","crassifasciella",0.554,0.446,"lepidoptera"
"Sciota","subcaesiella",0.212,0.788,"lepidoptera"
"Sciota","uvinella",0.306,0.694,"lepidoptera"
"Sciota","virgatella",0.178,0.822,"lepidoptera"
"Sclerocona","acutella",0.304,0.696,"lepidoptera"
"Scolecocampa","liburna",0.02,0.98,"lepidoptera"
"Scoliopteryx","libatrix",0.336,0.664,"lepidoptera"
"Scoparia","basalis",0.13,0.87,"lepidoptera"
"Scoparia","biplagialis",0.07,0.93,"lepidoptera"
"Scoparia","cinereomedia",0.928,0.072,"lepidoptera"
"Scoparia","penumbralis",0.582,0.418,"lepidoptera"
"Scopula","cacuminaria",0.558,0.442,"lepidoptera"
"Scopula","inductata",0.162,0.838,"lepidoptera"
"Scopula","limboundata",0.018,0.982,"lepidoptera"
"Scythropiodes","issikii",0.198,0.802,"lepidoptera"
"Selenia","kentaria",0.18,0.82,"lepidoptera"
"Semioscopis","packardella",0.73,0.27,"lepidoptera"
"Sericaglaea","signata",0.442,0.558,"lepidoptera"
"Sericoplaga","externalis",0.348,0.652,"lepidoptera"
"Siederia","walshella",0.248,0.752,"lepidoptera"
"Sigela","brauneata",0.266,0.734,"lepidoptera"
"Sinica","sinica",0.496,0.504,"lepidoptera"
"Sinoe","chambersi",0.47,0.53,"lepidoptera"
"Sinoe","robiniella",0.382,0.618,"lepidoptera"
"Sitochroa","palealis",0.13,0.87,"lepidoptera"
"Sonia","canadana",0.25,0.75,"lepidoptera"
"Spargaloma","perditalis",0.456,0.544,"lepidoptera"
"Spargaloma","sexpunctata",0.108,0.892,"lepidoptera"
"Sparganothis","distincta",0.272,0.728,"lepidoptera"
"Sparganothis","sulfureana",0.058,0.942,"lepidoptera"
"Sparganothis","unifasciana",0.608,0.392,"lepidoptera"
"Sparganothoides","lentiginosana",0.332,0.668,"lepidoptera"
"Sphecodina","abbottii",0.104,0.896,"lepidoptera"
"Sphinx","kalmiae",0.208,0.792,"lepidoptera"
"Spiloloma","lunilinea",0.14,0.86,"lepidoptera"
"Spilosoma","congrua",0.068,0.932,"lepidoptera"
"Spilosoma","latipennis",0.514,0.486,"lepidoptera"
"Spilosoma","virginica",0.048,0.952,"lepidoptera"
"Spinitibia","hodgesi",0.31,0.69,"lepidoptera"
"Spodoptera","exigua",0.562,0.438,"lepidoptera"
"Spodoptera","frugiperda",0.142,0.858,"lepidoptera"
"Spodoptera","ornithogalli",0.022,0.978,"lepidoptera"
"Spoladea","recurvalis",0.064,0.936,"lepidoptera"
"Spragueia","apicalis",0.406,0.594,"lepidoptera"
"Stegasta","bosqueella",0.342,0.658,"lepidoptera"
"Stereomita","andropogonis",0.366,0.634,"lepidoptera"
"Sthenopis","pretiosus",0.882,0.118,"lepidoptera"
"Stigmella","apicialbella",0.39,0.61,"lepidoptera"
"Stigmella","caryaefoliella",0.336,0.664,"lepidoptera"
"Stigmella","corylifoliella",0.546,0.454,"lepidoptera"
"Stigmella","multispicata",0.608,0.392,"lepidoptera"
"Stigmella","prunifoliella",0.254,0.746,"lepidoptera"
"Stigmella","rhoifoliella",0.254,0.746,"lepidoptera"
"Stigmella","rosaefoliella",0.488,0.512,"lepidoptera"
"Stigmella","villosella",0.232,0.768,"lepidoptera"
"Strepsicrates","smithiana",0.568,0.432,"lepidoptera"
"Syllepte","obscuralis",0.302,0.698,"lepidoptera"
"Symmerista","albifrons",0.084,0.916,"lepidoptera"
"Symmerista","canicosta",0.57,0.43,"lepidoptera"
"Symmerista","leucitys",0.378,0.622,"lepidoptera"
"Synanthedon","acerni",0.162,0.838,"lepidoptera"
"Synanthedon","acerrubri",0.45,0.55,"lepidoptera"
"Synanthedon","exitiosa",0.274,0.726,"lepidoptera"
"Synanthedon","kathyae",0.36,0.64,"lepidoptera"
"Synanthedon","rileyana",0.522,0.478,"lepidoptera"
"Synchlora","aerata",0.02,0.98,"lepidoptera"
"Synchlora","frondaria",0.084,0.916,"lepidoptera"
"Syndemis","afflictana",0.352,0.648,"lepidoptera"
"Syssphinx","bisecta",0.404,0.596,"lepidoptera"
"Tallula","atrifascialis",0.152,0.848,"lepidoptera"
"Talponia","plummeriana",0.534,0.466,"lepidoptera"
"Tarache","terminimaculata",0.338,0.662,"lepidoptera"
"Taygete","attributella",0.31,0.69,"lepidoptera"
"Taygete","gallaegenitella",0.804,0.196,"lepidoptera"
"Tebenna","gnaphaliella",0.59,0.41,"lepidoptera"
"Tegeticula","yuccasella",0.64,0.36,"lepidoptera"
"Telamoptilia","hibiscivora",0.382,0.618,"lepidoptera"
"Tetanolita","floridana",0.242,0.758,"lepidoptera"
"Tetanolita","mynesalis",0.11,0.89,"lepidoptera"
"Tetracis","cachexiata",0.21,0.79,"lepidoptera"
"Tetracis","crocallata",0.184,0.816,"lepidoptera"
"Theisoa","constrictella",0.402,0.598,"lepidoptera"
"Thyridopteryx","ephemeraeformis",0.064,0.936,"lepidoptera"
"Thyris","maculata",0.462,0.538,"lepidoptera"
"Timandra","amaturaria",0.304,0.696,"lepidoptera"
"Tinea","apicimaculella",0.302,0.698,"lepidoptera"
"Tinea","mandarinella",0.482,0.518,"lepidoptera"
"Tischeria","quercitella",0.214,0.786,"lepidoptera"
"Tolype","velleda",0.102,0.898,"lepidoptera"
"Tortricidia","flexuosa",0.428,0.572,"lepidoptera"
"Tortricidia","pallida",0.38,0.62,"lepidoptera"
"Tortricidia","testacea",0.128,0.872,"lepidoptera"
"Tosale","oviplagalis",0.09,0.91,"lepidoptera"
"Trichodezia","albovittata",0.414,0.586,"lepidoptera"
"Trichoplusia","ni",0.43,0.57,"lepidoptera"
"Trichordestra","legitima",0.29,0.71,"lepidoptera"
"Trypanisma","prudens",0.562,0.438,"lepidoptera"
"Udea","rubigalis",0.04,0.96,"lepidoptera"
"Ulolonche","culea",0.21,0.79,"lepidoptera"
"Untomia","albistrigella",0.076,0.924,"lepidoptera"
"Urbanus","proteus",0.142,0.858,"lepidoptera"
"Uresiphita","reversalis",0.492,0.508,"lepidoptera"
"Utetheisa","ornatrix",0.232,0.768,"lepidoptera"
"Vanessa","atalanta",0.016,0.984,"lepidoptera"
"Vanessa","cardui",0.008,0.992,"lepidoptera"
"Vanessa","virginiensis",0.026,0.974,"lepidoptera"
"Varneria","postremella",0.154,0.846,"lepidoptera"
"Vaxi","critica",0.248,0.752,"lepidoptera"
"Venusia","comptaria",0.734,0.266,"lepidoptera"
"Virbia","aurantiaca",0.052,0.948,"lepidoptera"
"Virbia","opella",0.292,0.708,"lepidoptera"
"Vitula","edmandsii",0.51,0.49,"lepidoptera"
"Xanthophysa","psychicalis",0.542,0.458,"lepidoptera"
"Xanthorhoe","lacustrata",0.116,0.884,"lepidoptera"
"Xanthotype","attenuaria",0.492,0.508,"lepidoptera"
"Xanthotype","sospeta",0.384,0.616,"lepidoptera"
"Xestia","c-nigrum",0.21,0.79,"lepidoptera"
"Xestia","dilucida",0.456,0.544,"lepidoptera"
"Xestia","dolosa",0.164,0.836,"lepidoptera"
"Xestia","smithii",0.604,0.396,"lepidoptera"
"Xubida","panalope",0.42,0.58,"lepidoptera"
"Xylesthia","pruniramiella",0.114,0.886,"lepidoptera"
"Xylophanes","tersa",0.344,0.656,"lepidoptera"
"Yponomeuta","multipunctella",0.15,0.85,"lepidoptera"
"Zale","aeruginosa",0.51,0.49,"lepidoptera"
"Zale","bethunei",0.398,0.602,"lepidoptera"
"Zale","duplicata",0.702,0.298,"lepidoptera"
"Zale","galbanata",0.406,0.594,"lepidoptera"
"Zale","helata",0.204,0.796,"lepidoptera"
"Zale","horrida",0.088,0.912,"lepidoptera"
"Zale","intenta",0.394,0.606,"lepidoptera"
"Zale","lunata",0.022,0.978,"lepidoptera"
"Zale","metata",0.556,0.444,"lepidoptera"
"Zale","metatoides",0.288,0.712,"lepidoptera"
"Zale","minerea",0.224,0.776,"lepidoptera"
"Zale","phaeocapna",0.504,0.496,"lepidoptera"
"Zale","squamularis",0.506,0.494,"lepidoptera"
"Zanclognatha","cruralis",0.102,0.898,"lepidoptera"
"Zanclognatha","dentata",0.668,0.332,"lepidoptera"
"Zanclognatha","jacchusalis",0.698,0.302,"lepidoptera"
"Zanclognatha","laevigata",0.618,0.382,"lepidoptera"
"Zanclognatha","lituralis",0.392,0.608,"lepidoptera"
"Zanclognatha","marcidilinea",0.296,0.704,"lepidoptera"
"Zanclognatha","obscuripennis",0.37,0.63,"lepidoptera"
"Zanclognatha","pedipilalis",0.326,0.674,"lepidoptera"
"Zanclognatha","protumnusalis",0.204,0.796,"lepidoptera"
"Zeuzera","pyrina",0.13,0.87,"lepidoptera"
"Zomaria","interruptolineana",0.288,0.712,"lepidoptera"
"Acalypha","gracilens",0.378,0.622,"plantae"
"Acalypha","rhomboidea",0.522,0.478,"plantae"
"Acalypha","virginica",0.556,0.444,"plantae"
"Acanthus","mollis",0.902,0.098,"plantae"
"Acer","buergerianum",0.772,0.228,"plantae"
"Acer","floridanum",0.89,0.11,"plantae"
"Acer","negundo",0.46,0.54,"plantae"
"Acer","nigrum",0.838,0.162,"plantae"
"Acer","pensylvanicum",0.872,0.128,"plantae"
"Acer","rubrum",0.406,0.594,"plantae"
"Acer","saccharinum",0.482,0.518,"plantae"
"Acer","saccharum",0.51,0.49,"plantae"
"Acer","spicatum",0.806,0.194,"plantae"
"Acer","tataricum",0.784,0.216,"plantae"
"Achillea","filipendulina",0.91,0.09,"plantae"
"Aconitum","napellus",0.816,0.184,"plantae"
"Actaea","pachypoda",0.934,0.066,"plantae"
"Actaea","racemosa",0.73,0.27,"plantae"
"Adiantum","pedatum",0.756,0.244,"plantae"
"Agalinis","maritima",0.628,0.372,"plantae"
"Agalinis","purpurea",0.28,0.72,"plantae"
"Agalinis","tenuifolia",0.824,0.176,"plantae"
"Agastache","foeniculum",0.812,0.188,"plantae"
"Agastache","nepetoides",0.826,0.174,"plantae"
"Ageratina","altissima",0.41,0.59,"plantae"
"Ageratina","aromatica",0.796,0.204,"plantae"
"Agrimonia","gryposepala",0.89,0.11,"plantae"
"Agrimonia","parviflora",0.684,0.316,"plantae"
"Agrostis","perennans",0.864,0.136,"plantae"
"Alchemilla","mollis",0.884,0.116,"plantae"
"Aletris","farinosa",0.592,0.408,"plantae"
"Alisma","subcordatum",0.572,0.428,"plantae"
"Allium","canadense",0.702,0.298,"plantae"
"Allium","cernuum",0.76,0.24,"plantae"
"Allium","oleraceum",0.928,0.072,"plantae"
"Allium","tricoccum",0.674,0.326,"plantae"
"Allium","tuberosum",0.552,0.448,"plantae"
"Alnus","incana",0.866,0.134,"plantae"
"Alnus","serrulata",0.418,0.582,"plantae"
"Amaranthus","cannabinus",0.246,0.754,"plantae"
"Amauropelta","noveboracensis",0.416,0.584,"plantae"
"Ambrosia","artemisiifolia",0.412,0.588,"plantae"
"Ambrosia","trifida",0.51,0.49,"plantae"
"Amelanchier","arborea",0.712,0.288,"plantae"
"Amelanchier","canadensis",0.34,0.66,"plantae"
"Amelanchier","laevis",0.868,0.132,"plantae"
"Amorpha","fruticosa",0.286,0.714,"plantae"
"Amphicarpaea","bracteata",0.672,0.328,"plantae"
"Amsonia","ciliata",0.71,0.29,"plantae"
"Anchistea","virginica",0.288,0.712,"plantae"
"Andersonglossum","virginianum",0.546,0.454,"plantae"
"Andropogon","gerardi",0.598,0.402,"plantae"
"Andropogon","glomeratus",0.274,0.726,"plantae"
"Andropogon","virginicus",0.436,0.564,"plantae"
"Anemone","blanda",0.774,0.226,"plantae"
"Anemone","nemorosa",0.802,0.198,"plantae"
"Anemone","quinquefolia",0.686,0.314,"plantae"
"Anemone","virginiana",0.82,0.18,"plantae"
"Anisocampium","niponicum",0.686,0.314,"plantae"
"Antennaria","neglecta",0.84,0.16,"plantae"
"Antennaria","parlinii",0.844,0.156,"plantae"
"Antennaria","plantaginifolia",0.574,0.426,"plantae"
"Aphyllon","uniflorum",0.778,0.222,"plantae"
"Apios","americana",0.242,0.758,"plantae"
"Aplectrum","hyemale",0.552,0.448,"plantae"
"Apocynum","androsaemifolium",0.848,0.152,"plantae"
"Aquilegia","canadensis",0.528,0.472,"plantae"
"Arabidopsis","lyrata",0.716,0.284,"plantae"
"Aralia","nudicaulis",0.898,0.102,"plantae"
"Aralia","spinosa",0.292,0.708,"plantae"
"Arisaema","triphyllum",0.436,0.564,"plantae"
"Aristida","longespica",0.726,0.274,"plantae"
"Aristida","oligantha",0.854,0.146,"plantae"
"Arnoglossum","atriplicifolium",0.774,0.226,"plantae"
"Aronia","arbutifolia",0.262,0.738,"plantae"
"Aronia","melanocarpa",0.808,0.192,"plantae"
"Aruncus","dioicus",0.646,0.354,"plantae"
"Arundinaria","tecta",0.866,0.134,"plantae"
"Asarum","canadense",0.508,0.492,"plantae"
"Asclepias","amplexicaulis",0.34,0.66,"plantae"
"Asclepias","exaltata",0.898,0.102,"plantae"
"Asclepias","incarnata",0.38,0.62,"plantae"
"Asclepias","quadrifolia",0.9,0.1,"plantae"
"Asclepias","syriaca",0.402,0.598,"plantae"
"Asclepias","tuberosa",0.37,0.63,"plantae"
"Asclepias","variegata",0.672,0.328,"plantae"
"Asclepias","viridiflora",0.716,0.284,"plantae"
"Asimina","triloba",0.444,0.556,"plantae"
"Asperula","tinctoria",0.576,0.424,"plantae"
"Asplenium","montanum",0.91,0.09,"plantae"
"Asplenium","platyneuron",0.404,0.596,"plantae"
"Asplenium","rhizophyllum",0.798,0.202,"plantae"
"Asplenium","trichomanes",0.83,0.17,"plantae"
"Athyrium","asplenioides",0.658,0.342,"plantae"
"Athyrium","filix-femina",0.632,0.368,"plantae"
"Atocion","armeria",0.776,0.224,"plantae"
"Aucuba","japonica",0.766,0.234,"plantae"
"Aureolaria","levigata",0.768,0.232,"plantae"
"Aureolaria","pedicularia",0.912,0.088,"plantae"
"Aureolaria","virginica",0.428,0.572,"plantae"
"Avenella","flexuosa",0.77,0.23,"plantae"
"Baccharis","halimifolia",0.34,0.66,"plantae"
"Bambusa","vulgaris",0.88,0.12,"plantae"
"Baptisia","alba",0.724,0.276,"plantae"
"Baptisia","tinctoria",0.408,0.592,"plantae"
"Bartonia","virginica",0.376,0.624,"plantae"
"Betula","alleghaniensis",0.916,0.084,"plantae"
"Betula","lenta",0.868,0.132,"plantae"
"Betula","nigra",0.464,0.536,"plantae"
"Betula","pendula",0.81,0.19,"plantae"
"Bidens","alba",0.71,0.29,"plantae"
"Bidens","bipinnata",0.506,0.494,"plantae"
"Bidens","connata",0.936,0.064,"plantae"
"Bidens","frondosa",0.542,0.458,"plantae"
"Bidens","laevis",0.542,0.458,"plantae"
"Bidens","polylepis",0.196,0.804,"plantae"
"Bidens","trichosperma",0.736,0.264,"plantae"
"Bignonia","capreolata",0.482,0.518,"plantae"
"Blitum","capitatum",0.924,0.076,"plantae"
"Boehmeria","cylindrica",0.368,0.632,"plantae"
"Bolboschoenus","robustus",0.374,0.626,"plantae"
"Borodinia","canadensis",0.804,0.196,"plantae"
"Borodinia","laevigata",0.764,0.236,"plantae"
"Botrypus","virginianus",0.39,0.61,"plantae"
"Brachyelytrum","aristosum",0.824,0.176,"plantae"
"Brachyelytrum","erectum",0.718,0.282,"plantae"
"Brickellia","eupatorioides",0.832,0.168,"plantae"
"Bromus","pubescens",0.902,0.098,"plantae"
"Bulbostylis","capillaris",0.554,0.446,"plantae"
"Cakile","edentula",0.45,0.55,"plantae"
"Calamagrostis","breviligulata",0.588,0.412,"plantae"
"Calamagrostis","coarctata",0.454,0.546,"plantae"
"Calendula","officinalis",0.908,0.092,"plantae"
"Callitriche","heterophylla",0.752,0.248,"plantae"
"Caltha","palustris",0.906,0.094,"plantae"
"Calystegia","silvatica",0.726,0.274,"plantae"
"Calystegia","spithamaea",0.836,0.164,"plantae"
"Campanula","americana",0.812,0.188,"plantae"
"Campanula","aparinoides",0.85,0.15,"plantae"
"Campanula","glomerata",0.826,0.174,"plantae"
"Campsis","radicans",0.372,0.628,"plantae"
"Cardamine","angustata",0.696,0.304,"plantae"
"Cardamine","bulbosa",0.706,0.294,"plantae"
"Cardamine","concatenata",0.444,0.556,"plantae"
"Cardamine","diphylla",0.85,0.15,"plantae"
"Cardamine","pensylvanica",0.684,0.316,"plantae"
"Carex","abscondita",0.244,0.756,"plantae"
"Carex","alata",0.35,0.65,"plantae"
"Carex","albicans",0.744,0.256,"plantae"
"Carex","albolutescens",0.298,0.702,"plantae"
"Carex","amphibola",0.39,0.61,"plantae"
"Carex","annectens",0.204,0.796,"plantae"
"Carex","blanda",0.28,0.72,"plantae"
"Carex","caroliniana",0.784,0.216,"plantae"
"Carex","cephalophora",0.576,0.424,"plantae"
"Carex","communis",0.884,0.116,"plantae"
"Carex","comosa",0.184,0.816,"plantae"
"Carex","corrugata",0.732,0.268,"plantae"
"Carex","crinita",0.256,0.744,"plantae"
"Carex","debilis",0.37,0.63,"plantae"
"Carex","festucacea",0.506,0.494,"plantae"
"Carex","folliculata",0.62,0.38,"plantae"
"Carex","frankii",0.206,0.794,"plantae"
"Carex","glaucodea",0.382,0.618,"plantae"
"Carex","gracillima",0.866,0.134,"plantae"
"Carex","grisea",0.606,0.394,"plantae"
"Carex","gynandra",0.932,0.068,"plantae"
"Carex","hirsutella",0.766,0.234,"plantae"
"Carex","intumescens",0.246,0.754,"plantae"
"Carex","laevivaginata",0.268,0.732,"plantae"
"Carex","laxiflora",0.886,0.114,"plantae"
"Carex","lonchocarpa",0.738,0.262,"plantae"
"Carex","longii",0.156,0.844,"plantae"
"Carex","lupulina",0.188,0.812,"plantae"
"Carex","lurida",0.246,0.754,"plantae"
"Carex","nigromarginata",0.392,0.608,"plantae"
